Date,Open,High,Low,Close,Adj Close,Volume
2019-08-26,157.869995,158.029999,154.910004,156.910004,156.910004,3094000
2019-08-27,158.110001,158.199997,156.240005,157.479996,157.479996,2530200
2019-08-28,157.169998,160.000000,156.460007,159.550003,159.550003,2363400
2019-08-29,161.479996,164.000000,160.940002,163.600006,163.600006,3919300
2019-08-30,165.000000,165.639999,164.100006,164.619995,164.619995,3156600
2019-09-03,163.509995,164.460007,162.649994,163.529999,163.529999,2799500
2019-09-04,165.179993,167.729996,165.179993,167.139999,167.139999,3974700
2019-09-05,168.610001,170.960007,168.509995,170.369995,170.369995,4511600
2019-09-06,170.949997,171.789993,170.520004,171.160004,171.160004,3327800
2019-09-09,171.889999,172.729996,169.059998,169.660004,169.660004,4991800
2019-09-10,168.630005,169.639999,166.899994,169.610001,169.610001,4221600
2019-09-11,169.789993,171.360001,169.199997,171.279999,171.279999,4047500
2019-09-12,171.529999,172.000000,168.399994,168.630005,168.630005,2777500
2019-09-13,168.929993,169.179993,167.479996,167.710007,167.710007,2739600
2019-09-16,167.039993,167.410004,165.759995,166.210007,166.210007,2427700
2019-09-17,166.490005,166.789993,165.259995,166.460007,166.460007,2287200
2019-09-18,165.889999,167.990005,165.509995,167.970001,167.970001,1831700
2019-09-19,168.080002,168.759995,166.529999,166.770004,166.770004,1950200
2019-09-20,167.600006,168.710007,166.690002,168.309998,168.309998,5050400
2019-09-23,166.740005,167.809998,166.210007,167.139999,167.139999,2325500
2019-09-24,167.789993,168.449997,164.929993,165.759995,165.759995,2638200
2019-09-25,165.929993,167.279999,165.259995,166.929993,166.929993,1645000
2019-09-26,166.869995,168.000000,166.470001,167.029999,167.029999,1983000
