Date,Open,High,Low,Close,Adj Close,Volume
2019-09-27,13.420000,13.480000,13.050000,13.095000,13.095000,2104600
2019-09-30,13.130000,13.386000,12.990000,13.340000,13.340000,2612800
2019-10-01,13.400000,13.740000,13.140000,13.220000,13.220000,2475600
2019-10-02,13.080000,14.710000,12.855000,13.820000,13.820000,9002500
2019-10-03,14.000000,14.230000,13.772000,14.000000,14.000000,6917200
2019-10-04,14.000000,14.280000,13.900000,14.190000,14.190000,3669900
2019-10-07,14.150000,14.190000,13.850000,13.860000,13.860000,3203000
2019-10-08,13.800000,14.480000,13.740000,13.840000,13.840000,5832900
2019-10-09,14.500000,14.790000,14.275000,14.525000,14.525000,7696800
2019-10-10,14.530000,14.810000,14.412000,14.810000,14.810000,3892400
2019-10-11,14.910000,15.320000,14.795000,15.080000,15.080000,4190500
2019-10-14,15.040000,15.205000,14.930000,14.990000,14.990000,2765300
2019-10-15,15.060000,15.210000,14.910000,15.205000,15.205000,2993900
2019-10-16,15.120000,15.230000,14.860000,15.100000,15.100000,1924800
2019-10-17,15.100000,15.250000,15.015000,15.110000,15.110000,1536800
2019-10-18,15.080000,15.270000,14.810000,15.235000,15.235000,4116800
2019-10-21,15.290000,15.430000,15.170000,15.400000,15.400000,1934200
2019-10-22,15.450000,15.800000,15.400000,15.600000,15.600000,3728000
2019-10-23,15.520000,15.845000,15.460000,15.740000,15.740000,3047300
2019-10-24,15.740000,16.000000,15.660000,15.720000,15.720000,2534800
2019-10-25,15.690000,16.055000,15.540000,15.980000,15.980000,3256500
